"IDENTITY_NAME","LAST_PLAN_NAME","CHURNED","HAS_BEEN_ADOPTED","LIFETIME","BILLING_CYCLE_FIXED","APPOINTMENTS_PER_WEEK","PAYMENTS_PER_WEEK","DIRECTORY_TYPE"
Financial Services,vCita Essentials (Annual),0,0,379,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Business (Annual),0,1,744,Annual,1.006720,72.333,Direct
Beauty & Personal Care,vCita Online Payments (Annual),0,0,745,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Business (Annual),0,0,391,Annual,0.002558,0,Direct
Healthcare & Medical,vCita Essentials (Annual),1,1,1521,Annual,0.115713,0,Direct
"Hospitality, Travel & Leisure",vCita Business (Monthly),0,0,756,Monthly,0.011905,0.004,Reseller
Business Services,vCita Business (Annual),0,0,394,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,99,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,732,Annual,0.000000,0,Direct
Health & Wellness,vCita Online Scheduling (Monthly),1,0,676,Monthly,0.110947,0,Direct
Beauty & Personal Care,vCita Online Scheduling (Annual),0,0,379,Annual,0.242744,0,Direct
Legal Services,vCita Business (Annual),0,0,379,Annual,0.007916,0,Direct
Counseling & Mental Health,vCita Business (Annual),0,0,2079,Annual,0.027898,0,Direct
IT & Web,vCita Online Scheduling (Monthly),0,1,409,Monthly,0.034230,0,Reseller
Auto Services,vCita Business (Annual),1,0,154,Annual,0.006494,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),1,0,2234,Annual,0.025067,0.824,Direct
Coaching & Consulting,vCita Business (Annual),1,0,1916,Annual,0.782881,23.045,Direct
Real Estate,vCita Essentials (Annual),0,0,1150,Annual,0.000000,0,Direct
Real Estate,vCita Online Scheduling (Monthly),0,0,948,Monthly,0.000000,0,Direct
Artists & Designers,vCita Essentials (Annual),1,0,813,Annual,0.000000,0,Direct
Business Services,vCita Online Scheduling (Annual),0,0,381,Annual,0.010499,0,Direct
Real Estate,vCita Business (Annual),0,1,773,Annual,1.028461,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,841,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Business Single (Monthly),1,1,1618,Monthly,0.361557,96.236,Direct
Healthcare & Medical,vCita Business (Annual),0,0,1109,Annual,0.000902,0,Solution Provider
IT & Web,vCita Essentials (Monthly),0,0,905,Monthly,0.000000,7.402,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,0,739,Annual,0.000000,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,0,305,Monthly,0.055738,0.607,Direct
"Sales, Marketing & Advertising",vCita Platinum Single (Annual),0,0,96,Annual,0.010417,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,1230,Annual,0.237398,0,Direct
Financial Services,vCita Business (Annual),1,1,635,Annual,5.074016,0,Direct
Real Estate,vCita Platinum (Monthly),0,0,501,Monthly,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Platinum (Monthly),0,0,1174,Monthly,0.011073,0,Direct
"Education, Instruction & Tutoring",vCita Platinum 10 (Annual),1,1,382,Annual,11.609948,0,Direct
IT & Web,vCita Business (Monthly),0,1,60,Monthly,0.833333,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,577,Monthly,0.000000,0,Reseller
Business Services,vCita Online Scheduling (Annual),0,0,427,Annual,0.018735,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,395,Annual,0.000000,0,Direct
IT & Web,vCita Essentials (Monthly),0,0,2331,Monthly,0.000858,0,Direct
Business Services,vCita Business Single (Monthly),0,0,198,Monthly,0.015152,0,Reseller
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,137,Monthly,0.124088,0,Direct
Business Services,vCita Business (Monthly),1,1,2022,Monthly,0.571711,0,Direct
"Events, Planning & Catering",vCita Online Scheduling (Monthly),1,1,493,Monthly,8.304260,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,611,Annual,0.173486,11.201,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,395,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),0,0,1475,Annual,0.000000,0,Direct
Legal Services,vCita Business (Monthly),1,0,2972,Monthly,0.000336,0.131,Direct
"Education, Instruction & Tutoring",vCita Business Single (Monthly),1,1,1258,Monthly,0.057234,47.915,Direct
Financial Services,vCita Online Scheduling (Annual),1,0,1988,Annual,0.005533,0,Direct
Auto Services,vCita Essentials (Monthly),1,1,813,Monthly,0.002460,44.849,Direct
"Home & Garden Work, Cleaning & Repair",Obs. Essentials (Annual),1,0,2350,Annual,0.000000,0,Reseller
Beauty & Personal Care,vCita Essentials (Annual),1,0,147,Annual,0.061224,0,Direct
Legal Services,vCita Essentials (Annual),1,0,2121,Annual,0.000471,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),1,0,1086,Annual,0.182320,7.02,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),1,1,364,Annual,1.085165,2.83,Direct
Writing & Language Services,vCita Platinum (Monthly),1,0,329,Monthly,0.018237,10.455,Direct
Fitness,vCita Business Single (Monthly),1,0,959,Monthly,0.895725,0,Direct
Coaching & Consulting,vCita Business (Annual),0,0,725,Annual,0.000000,0,Direct
Real Estate,vCita Business (Monthly),0,0,1077,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),0,0,865,Annual,0.008092,0.578,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,0,304,Monthly,0.105263,0,Direct
Business Services,vCita Essentials (Annual),1,1,1952,Annual,0.045082,0.136,Reseller
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,111,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,1109,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),1,0,382,Monthly,0.039267,0,Reseller
Wedding Services,vCita Platinum (Monthly),0,1,228,Monthly,0.346491,0,Direct
Financial Services,vCita Platinum (Annual),1,1,1190,Annual,2.676471,0,Direct
Business Services,vCita Business Single (Monthly),1,0,558,Monthly,0.003584,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,1110,Annual,0.000901,0,Direct
Healthcare & Medical,vCita Business (Annual),1,1,331,Annual,1.471299,0,Direct
Counseling & Mental Health,vCita Online Scheduling (Monthly),1,0,729,Monthly,0.023320,0,Direct
Legal Services,vCita Business (Monthly),0,0,504,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Platinum (Monthly),1,1,141,Monthly,0.304965,25.227,Direct
"Sales, Marketing & Advertising",Business Single (Annual),1,1,285,Annual,0.031579,0,Solution Provider
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,1994,Monthly,0.002006,0,Direct
Financial Services,vCita Online Scheduling (Monthly),0,1,503,Monthly,0.043738,0,Direct
Business Services,vCita Business (Annual),1,0,1728,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",Business (Annual),0,0,365,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,540,Annual,1.218519,63.148,Direct
"Sales, Marketing & Advertising",Obs. vCita Essentials (Annual),0,0,1505,Annual,0.000000,0,Direct
Financial Services,Online Scheduling (Monthly),0,0,361,Monthly,0.016620,0,Reseller
Business Services,vCita Business (Monthly),1,0,806,Monthly,0.033499,5.459,Direct
Artists & Designers,vCita Essentials (Annual),0,0,449,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Annual),1,0,731,Annual,0.001368,0,Direct
Financial Services,vCita Online Scheduling (Annual),0,0,458,Annual,0.004367,0,Direct
Business Services,vCita Essentials (Annual),1,0,2563,Annual,0.032384,0,Direct
Business Services,vCita Online Scheduling (Monthly),1,0,340,Monthly,0.029412,0,Direct
Financial Services,vCita Platinum (Monthly),0,1,822,Monthly,0.470803,0,Direct
Counseling & Mental Health,vCita Essentials (Annual),0,1,379,Annual,1.630607,43.053,Direct
IT & Web,Business (Annual),0,0,416,Annual,0.000000,0,Direct
IT & Web,vCita Online Scheduling (Annual),1,0,1889,Annual,0.013235,0,Direct
Beauty & Personal Care,vCita Platinum (Monthly),0,0,61,Monthly,0.032787,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,302,Monthly,0.016556,0,Direct
Artists & Designers,vCita Business (Monthly),0,0,249,Monthly,0.000000,0,Direct
Business Services,vCita Business (Monthly),0,0,123,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Business (Annual),0,1,371,Annual,0.115903,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,1,182,Monthly,2.851648,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,1,2087,Annual,0.022520,0.539,Direct
Business Services,Business (Annual),0,0,1788,Annual,0.007271,0,Reseller
Legal Services,vCita Essentials (Monthly),1,0,236,Monthly,0.008475,0,Direct
Financial Services,vCita Platinum (Annual),1,0,162,Annual,0.043210,13.782,Direct
Fitness,vCita Essentials (Monthly),1,0,28,Monthly,0.000000,0,Direct
Business Services,vCita Business (Annual),0,0,366,Annual,0.008197,0,Direct
Fitness,vCita Business (Annual),0,0,400,Annual,0.185000,1.543,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,2005,Annual,0.240399,0.198,Direct
Fitness,vCita Essentials (Monthly),0,0,323,Monthly,0.003096,0,Direct
Legal Services,Online Scheduling (Monthly),0,0,355,Monthly,0.000000,0,Reseller
Business Services,vCita Essentials (Monthly),0,0,2020,Monthly,0.000495,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),0,0,201,Monthly,0.064677,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),0,0,119,Monthly,0.000000,0,Direct
Real Estate,vCita Essentials (Monthly),0,0,313,Monthly,0.009585,0,Direct
Photography & Video,vCita Online Scheduling (Annual),1,1,1777,Annual,0.884074,0,Direct
Business Services,Obs. vCita Essentials (Annual),1,0,2120,Annual,0.015566,0.708,Direct
Coaching & Consulting,vCita Platinum (Monthly),1,1,2014,Monthly,0.409136,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),1,1,592,Annual,1.099662,0,Direct
IT & Web,vCita Online Scheduling (Monthly),0,0,61,Monthly,0.114754,0,Direct
Financial Services,vCita Platinum (Annual),1,1,100,Annual,0.170000,0,Direct
Healthcare & Medical,vCita Online Scheduling (Monthly),1,1,340,Monthly,0.217647,0,Direct
Business Services,vCita Essentials (Monthly),1,1,381,Monthly,0.202100,4.447,Reseller
Financial Services,vCita Platinum (Monthly),0,0,137,Monthly,0.051095,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,1110,Annual,0.000000,13.488,Direct
"Hospitality, Travel & Leisure",vCita Essentials (Annual),0,0,413,Annual,0.002421,0.484,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,387,Annual,0.007752,0,Direct
Coaching & Consulting,vCita Business (Annual),0,0,381,Annual,0.000000,0,Reseller
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),0,0,376,Annual,0.000000,0,Direct
Legal Services,vCita Online Scheduling (Monthly),0,0,829,Monthly,0.097708,0,Direct
IT & Web,vCita Business (Monthly),1,0,1560,Monthly,0.080128,0,Direct
Healthcare & Medical,vCita Business Single (Monthly),1,0,1259,Monthly,0.030977,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,95,Monthly,0.000000,0,Direct
"Events, Planning & Catering",vCita Essentials (Annual),0,0,379,Annual,0.000000,0,Direct
Fitness,vCita Essentials (Monthly),1,0,54,Monthly,0.000000,9.759,Direct
IT & Web,vCita Business (Monthly),1,1,1729,Monthly,0.109312,2.184,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,1475,Annual,0.000000,0,Reseller
Counseling & Mental Health,vCita Business (Annual),0,1,1911,Annual,0.059655,0.425,Reseller
Beauty & Personal Care,Business (Annual),0,0,426,Annual,0.014085,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,1,277,Monthly,0.000000,2.726,Direct
"Education, Instruction & Tutoring",Online Scheduling (Monthly),0,0,158,Monthly,0.000000,0,Reseller
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,415,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,1,2066,Monthly,0.073088,12.551,Direct
IT & Web,vCita Online Scheduling (Annual),0,0,1182,Annual,0.037225,0,Direct
Auto Services,Business (Monthly),0,0,63,Monthly,0.746032,0,Direct
Business Services,vCita Business (Annual),0,0,430,Annual,0.000000,0,Reseller
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),0,0,1781,Annual,0.001123,0,Reseller
"Sales, Marketing & Advertising",vCita Business (Annual),1,0,1834,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,1110,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,0,169,Monthly,0.023669,0,Direct
"Hospitality, Travel & Leisure",vCita Essentials (Monthly),0,0,183,Monthly,0.000000,2.186,Direct
Health & Wellness,vCita Online Scheduling (Annual),0,1,1110,Annual,0.061261,0,Direct
Financial Services,vCita Essentials (Monthly),0,0,329,Monthly,0.042553,0,Direct
Legal Services,vCita Business (Annual),0,0,1380,Annual,0.001449,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,652,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,193,Monthly,0.005181,0,Reseller
Business Services,vCita Online Scheduling (Monthly),0,0,2026,Monthly,0.006910,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,791,Monthly,0.003793,0.095,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,61,Monthly,0.000000,0,Direct
Business Services,vCita Online Scheduling (Annual),0,0,1382,Annual,0.000000,0,Direct
IT & Web,vCita Lead Generation (Monthly),0,0,2174,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Annual),0,0,752,Annual,0.000000,0,Direct
Fitness,vCita Essentials (Annual),0,0,673,Annual,0.001486,0,Direct
Government & Non-profit,vCita Essentials (Annual),1,0,1175,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,411,Annual,0.000000,0,Direct
Healthcare & Medical,vCita Business (Annual),0,0,938,Annual,0.010661,0.24,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,1,1820,Annual,0.162637,0,Direct
Fitness,vCita Essentials (Annual),1,0,2549,Annual,0.026677,0,Direct
"Education, Instruction & Tutoring",vCita Platinum (Monthly),1,0,513,Monthly,0.007797,0.117,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,3009,Monthly,0.003656,0.666,Direct
Healthcare & Medical,vCita Essentials (Annual),1,0,255,Annual,0.333333,0,Solution Provider
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),0,0,556,Monthly,0.041367,0.024,Reseller
Financial Services,vCita Business (Monthly),1,0,590,Monthly,0.016949,0,Direct
Health & Wellness,vCita Online Scheduling (Annual),0,0,1110,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",Business (Annual),0,0,417,Annual,0.000000,0,Direct
Auto Services,Business (Monthly),0,0,401,Monthly,1.034913,0,Direct
Legal Services,vCita Online Scheduling (Annual),1,0,196,Annual,3.122449,0,Direct
Coaching & Consulting,vCita Business Single (Monthly),1,0,66,Monthly,0.075758,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),1,0,1512,Annual,0.048942,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business Single (Monthly),1,1,2018,Monthly,0.029237,12.328,Direct
Coaching & Consulting,vCita Business Single (Monthly),1,0,214,Monthly,0.747664,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),1,0,21,Monthly,0.142857,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),1,0,1567,Annual,0.268666,0,Direct
Coaching & Consulting,vCita Business Single (Monthly),1,0,57,Monthly,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Business Single (Monthly),1,0,534,Monthly,0.241573,0,Direct
Photography & Video,vCita Online Scheduling (Monthly),0,0,30,Monthly,0.000000,0,Direct
Healthcare & Medical,vCita Online Scheduling (Annual),1,0,804,Annual,0.001244,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,215,Monthly,0.000000,0,Direct
Beauty & Personal Care,vCita Essentials (Annual),0,0,409,Annual,0.000000,0,Direct
IT & Web,Business (Annual),0,0,614,Annual,0.004886,0,Direct
Fitness,vCita Business Single (Monthly),1,0,124,Monthly,6.854839,4.315,Direct
Beauty & Personal Care,vCita Essentials (Annual),1,0,146,Annual,0.273973,0,Direct
Photography & Video,vCita Essentials (Monthly),0,0,153,Monthly,0.169935,0.49,Direct
Wedding Services,vCita Essentials (Annual - Promo) ,1,0,88,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,161,Monthly,0.124224,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,1,392,Annual,0.609694,0,Direct
Beauty & Personal Care,vCita Online Scheduling (Monthly),0,0,153,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,0,181,Monthly,1.011050,0,Direct
Auto Services,vCita Business (Monthly),0,0,62,Monthly,0.016129,0,Direct
Business Services,vCita Essentials (Annual),0,0,391,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,518,Monthly,0.001931,0,Direct
Financial Services,vCita Online Scheduling (Monthly),0,1,182,Monthly,0.170330,0,Direct
Coaching & Consulting,vCita Business (Annual),1,0,105,Annual,0.000000,0,Direct
Fitness,vCita Essentials (Monthly),1,0,91,Monthly,0.230769,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,183,Monthly,0.010929,0,Direct
"Sales, Marketing & Advertising",Business (Annual),0,0,469,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,142,Annual,0.000000,0,Direct
Government & Non-profit,vCita Business (Monthly),0,0,83,Monthly,0.000000,0,Direct
Healthcare & Medical,vCita Essentials (Monthly),0,0,868,Monthly,0.044931,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Platinum (Monthly),1,1,588,Monthly,6.076531,1075.737,White Label
Business Services,vCita Business (Annual),0,1,367,Annual,0.040872,0,Direct
"Education, Instruction & Tutoring",vCita Platinum (Annual),1,1,176,Annual,0.051136,0,Direct
"Sales, Marketing & Advertising",Business (Monthly),0,0,434,Monthly,0.036866,0,Direct
Healthcare & Medical,vCita Essentials (Annual),1,0,221,Annual,0.000000,21.001,Direct
Health & Wellness,vCita Business (Monthly),0,1,507,Monthly,1.424063,125.014,Direct
Photography & Video,vCita Business Single (Monthly),1,0,44,Monthly,0.000000,0,Direct
Financial Services,vCita Essentials (Annual),1,0,131,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,257,Monthly,0.124514,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,0,178,Monthly,0.005618,0,Direct
Auto Services,vCita Online Scheduling (Monthly),0,0,286,Monthly,0.055944,0,Direct
Business Services,vCita Essentials (Monthly),1,0,156,Monthly,0.032051,0,Reseller
IT & Web,vCita Business (Annual),0,0,1316,Annual,0.006839,0,Reseller
Coaching & Consulting,vCita Essentials (Monthly),0,0,107,Monthly,0.009346,0,Direct
Business Services,vCita Business (Monthly),0,0,1178,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,383,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),1,0,412,Monthly,0.000000,0,Reseller
Alternative Medicine,vCita Business (Monthly),0,1,180,Monthly,0.700000,0,Direct
Auto Services,Business (Annual),0,0,420,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",Business (Monthly),0,1,425,Monthly,0.000000,0.627,Solution Provider
Government & Non-profit,vCita Essentials (Monthly),0,0,382,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),0,0,94,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,0,119,Monthly,0.000000,0,Direct
IT & Web,vCita Essentials (Monthly),0,0,155,Monthly,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),1,0,1274,Monthly,0.000000,0,Direct
Financial Services,vCita Business (Annual),0,0,516,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,311,Annual,0.022508,0,Direct
